departamento,departamento_iso,anio,numero_semana,fecha_inicio_semana,fecha_fin_semana,cantidad_detecciones,superficie_km2,detecciones_por_1000_km2
Lavalleja,UY-LA,2022,10,2022-03-07,2022-03-13,0,10031.272844140674,0.0
Maldonado,UY-MA,2022,10,2022-03-07,2022-03-13,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,10,2022-03-07,2022-03-13,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,10,2022-03-07,2022-03-13,1,14088.526169172621,0.0709797453610243
Rivera,UY-RV,2022,10,2022-03-07,2022-03-13,0,9329.550532265199,0.0
Rocha,UY-RO,2022,10,2022-03-07,2022-03-13,0,10558.553826772255,0.0
Río Negro,UY-RN,2022,10,2022-03-07,2022-03-13,0,9810.67596839813,0.0
Salto,UY-SA,2022,10,2022-03-07,2022-03-13,0,14170.87435119916,0.0
San José,UY-SJ,2022,10,2022-03-07,2022-03-13,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2022,10,2022-03-07,2022-03-13,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2022,10,2022-03-07,2022-03-13,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2022,10,2022-03-07,2022-03-13,0,9285.005878360264,0.0
Artigas,UY-AR,2022,11,2022-03-14,2022-03-20,0,12010.600679730765,0.0
Canelones,UY-CA,2022,11,2022-03-14,2022-03-20,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,11,2022-03-14,2022-03-20,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2022,11,2022-03-14,2022-03-20,0,6112.026851866528,0.0
Durazno,UY-DU,2022,11,2022-03-14,2022-03-20,0,12228.10425056514,0.0
Flores,UY-FS,2022,11,2022-03-14,2022-03-20,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2022,11,2022-03-14,2022-03-20,0,10405.572253242583,0.0
Lavalleja,UY-LA,2022,11,2022-03-14,2022-03-20,0,10031.272844140674,0.0
Maldonado,UY-MA,2022,11,2022-03-14,2022-03-20,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,11,2022-03-14,2022-03-20,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,11,2022-03-14,2022-03-20,0,14088.526169172621,0.0
Rivera,UY-RV,2022,11,2022-03-14,2022-03-20,0,9329.550532265199,0.0
Rocha,UY-RO,2022,11,2022-03-14,2022-03-20,0,10558.553826772255,0.0
Río Negro,UY-RN,2022,11,2022-03-14,2022-03-20,0,9810.67596839813,0.0
Salto,UY-SA,2022,11,2022-03-14,2022-03-20,0,14170.87435119916,0.0
San José,UY-SJ,2022,11,2022-03-14,2022-03-20,0,5002.920653176918,0.0
Soriano,UY-SO,2022,11,2022-03-14,2022-03-20,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2022,11,2022-03-14,2022-03-20,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2022,11,2022-03-14,2022-03-20,1,9285.005878360264,0.10770052416774566
Artigas,UY-AR,2022,12,2022-03-21,2022-03-27,0,12010.600679730765,0.0
Canelones,UY-CA,2022,12,2022-03-21,2022-03-27,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,12,2022-03-21,2022-03-27,0,13655.557447815512,0.0
Colonia,UY-CO,2022,12,2022-03-21,2022-03-27,0,6112.026851866528,0.0
Durazno,UY-DU,2022,12,2022-03-21,2022-03-27,0,12228.10425056514,0.0
Flores,UY-FS,2022,12,2022-03-21,2022-03-27,0,5140.77049712524,0.0
Florida,UY-FD,2022,12,2022-03-21,2022-03-27,2,10405.572253242583,0.1922047102576949
Lavalleja,UY-LA,2022,12,2022-03-21,2022-03-27,0,10031.272844140674,0.0
Maldonado,UY-MA,2022,12,2022-03-21,2022-03-27,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,12,2022-03-21,2022-03-27,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,12,2022-03-21,2022-03-27,0,14088.526169172621,0.0
Rivera,UY-RV,2022,12,2022-03-21,2022-03-27,0,9329.550532265199,0.0
Rocha,UY-RO,2022,12,2022-03-21,2022-03-27,0,10558.553826772255,0.0
Río Negro,UY-RN,2022,12,2022-03-21,2022-03-27,0,9810.67596839813,0.0
Salto,UY-SA,2022,12,2022-03-21,2022-03-27,1,14170.87435119916,0.07056727589398029
San José,UY-SJ,2022,12,2022-03-21,2022-03-27,0,5002.920653176918,0.0
Soriano,UY-SO,2022,12,2022-03-21,2022-03-27,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2022,12,2022-03-21,2022-03-27,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2022,12,2022-03-21,2022-03-27,1,9285.005878360264,0.10770052416774566
Artigas,UY-AR,2022,13,2022-03-28,2022-04-03,0,12010.600679730765,0.0
Canelones,UY-CA,2022,13,2022-03-28,2022-04-03,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,13,2022-03-28,2022-04-03,0,13655.557447815512,0.0
Colonia,UY-CO,2022,13,2022-03-28,2022-04-03,0,6112.026851866528,0.0
Durazno,UY-DU,2022,13,2022-03-28,2022-04-03,1,12228.10425056514,0.08177882519719143
Flores,UY-FS,2022,13,2022-03-28,2022-04-03,0,5140.77049712524,0.0
Florida,UY-FD,2022,13,2022-03-28,2022-04-03,0,10405.572253242583,0.0
Lavalleja,UY-LA,2022,13,2022-03-28,2022-04-03,0,10031.272844140674,0.0
Maldonado,UY-MA,2022,13,2022-03-28,2022-04-03,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,13,2022-03-28,2022-04-03,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,13,2022-03-28,2022-04-03,0,14088.526169172621,0.0
Rivera,UY-RV,2022,13,2022-03-28,2022-04-03,2,9329.550532265199,0.21437259952483514
Rocha,UY-RO,2022,13,2022-03-28,2022-04-03,1,10558.553826772255,0.09470994005489665
Río Negro,UY-RN,2022,13,2022-03-28,2022-04-03,0,9810.67596839813,0.0
Salto,UY-SA,2022,13,2022-03-28,2022-04-03,0,14170.87435119916,0.0
San José,UY-SJ,2022,13,2022-03-28,2022-04-03,0,5002.920653176918,0.0
Soriano,UY-SO,2022,13,2022-03-28,2022-04-03,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2022,13,2022-03-28,2022-04-03,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2022,13,2022-03-28,2022-04-03,0,9285.005878360264,0.0
Artigas,UY-AR,2022,14,2022-04-04,2022-04-10,0,12010.600679730765,0.0
Canelones,UY-CA,2022,14,2022-04-04,2022-04-10,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,14,2022-04-04,2022-04-10,0,13655.557447815512,0.0
Colonia,UY-CO,2022,14,2022-04-04,2022-04-10,1,6112.026851866528,0.16361184664864717
Durazno,UY-DU,2022,14,2022-04-04,2022-04-10,0,12228.10425056514,0.0
Flores,UY-FS,2022,14,2022-04-04,2022-04-10,0,5140.77049712524,0.0
Florida,UY-FD,2022,14,2022-04-04,2022-04-10,0,10405.572253242583,0.0
Lavalleja,UY-LA,2022,14,2022-04-04,2022-04-10,0,10031.272844140674,0.0
Maldonado,UY-MA,2022,14,2022-04-04,2022-04-10,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,14,2022-04-04,2022-04-10,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,14,2022-04-04,2022-04-10,0,14088.526169172621,0.0
Rivera,UY-RV,2022,14,2022-04-04,2022-04-10,0,9329.550532265199,0.0
Rocha,UY-RO,2022,14,2022-04-04,2022-04-10,1,10558.553826772255,0.09470994005489665
Río Negro,UY-RN,2022,14,2022-04-04,2022-04-10,0,9810.67596839813,0.0
Salto,UY-SA,2022,14,2022-04-04,2022-04-10,1,14170.87435119916,0.07056727589398029
San José,UY-SJ,2022,14,2022-04-04,2022-04-10,0,5002.920653176918,0.0
Soriano,UY-SO,2022,14,2022-04-04,2022-04-10,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2022,14,2022-04-04,2022-04-10,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2022,14,2022-04-04,2022-04-10,0,9285.005878360264,0.0
Artigas,UY-AR,2022,15,2022-04-11,2022-04-17,0,12010.600679730765,0.0
Canelones,UY-CA,2022,15,2022-04-11,2022-04-17,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,15,2022-04-11,2022-04-17,0,13655.557447815512,0.0
Colonia,UY-CO,2022,15,2022-04-11,2022-04-17,0,6112.026851866528,0.0
Durazno,UY-DU,2022,15,2022-04-11,2022-04-17,0,12228.10425056514,0.0
Flores,UY-FS,2022,15,2022-04-11,2022-04-17,0,5140.77049712524,0.0
Florida,UY-FD,2022,15,2022-04-11,2022-04-17,0,10405.572253242583,0.0
Lavalleja,UY-LA,2022,15,2022-04-11,2022-04-17,0,10031.272844140674,0.0
Maldonado,UY-MA,2022,15,2022-04-11,2022-04-17,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,15,2022-04-11,2022-04-17,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,15,2022-04-11,2022-04-17,0,14088.526169172621,0.0
Rivera,UY-RV,2022,15,2022-04-11,2022-04-17,0,9329.550532265199,0.0
Rocha,UY-RO,2022,15,2022-04-11,2022-04-17,0,10558.553826772255,0.0
Río Negro,UY-RN,2022,15,2022-04-11,2022-04-17,0,9810.67596839813,0.0
Salto,UY-SA,2022,15,2022-04-11,2022-04-17,0,14170.87435119916,0.0
San José,UY-SJ,2022,15,2022-04-11,2022-04-17,0,5002.920653176918,0.0
Soriano,UY-SO,2022,15,2022-04-11,2022-04-17,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2022,15,2022-04-11,2022-04-17,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2022,15,2022-04-11,2022-04-17,3,9285.005878360264,0.32310157250323696
Artigas,UY-AR,2022,16,2022-04-18,2022-04-24,2,12010.600679730765,0.16651956495191986
Canelones,UY-CA,2022,16,2022-04-18,2022-04-24,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,16,2022-04-18,2022-04-24,0,13655.557447815512,0.0
Colonia,UY-CO,2022,16,2022-04-18,2022-04-24,0,6112.026851866528,0.0
Durazno,UY-DU,2022,16,2022-04-18,2022-04-24,0,12228.10425056514,0.0
Flores,UY-FS,2022,16,2022-04-18,2022-04-24,0,5140.77049712524,0.0
Florida,UY-FD,2022,16,2022-04-18,2022-04-24,0,10405.572253242583,0.0
Lavalleja,UY-LA,2022,16,2022-04-18,2022-04-24,3,10031.272844140674,0.29906473950136025
Maldonado,UY-MA,2022,16,2022-04-18,2022-04-24,1,4803.260185508939,0.20819192826924554
Montevideo,UY-MO,2022,16,2022-04-18,2022-04-24,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,16,2022-04-18,2022-04-24,0,14088.526169172621,0.0
Rivera,UY-RV,2022,16,2022-04-18,2022-04-24,1,9329.550532265199,0.10718629976241757
Rocha,UY-RO,2022,16,2022-04-18,2022-04-24,4,10558.553826772255,0.3788397602195866
Río Negro,UY-RN,2022,16,2022-04-18,2022-04-24,4,9810.67596839813,0.4077191024231853
Salto,UY-SA,2022,16,2022-04-18,2022-04-24,1,14170.87435119916,0.07056727589398029
San José,UY-SJ,2022,16,2022-04-18,2022-04-24,0,5002.920653176918,0.0
Soriano,UY-SO,2022,16,2022-04-18,2022-04-24,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2022,16,2022-04-18,2022-04-24,2,15973.367767510354,0.1252084112198291
Treinta y Tres,UY-TT,2022,16,2022-04-18,2022-04-24,8,9285.005878360264,0.8616041933419653
Artigas,UY-AR,2022,17,2022-04-25,2022-05-01,0,12010.600679730765,0.0
Canelones,UY-CA,2022,17,2022-04-25,2022-05-01,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,17,2022-04-25,2022-05-01,0,13655.557447815512,0.0
Colonia,UY-CO,2022,17,2022-04-25,2022-05-01,0,6112.026851866528,0.0
Durazno,UY-DU,2022,17,2022-04-25,2022-05-01,0,12228.10425056514,0.0
Flores,UY-FS,2022,17,2022-04-25,2022-05-01,0,5140.77049712524,0.0
Florida,UY-FD,2022,17,2022-04-25,2022-05-01,0,10405.572253242583,0.0
Lavalleja,UY-LA,2022,17,2022-04-25,2022-05-01,0,10031.272844140674,0.0
Maldonado,UY-MA,2022,17,2022-04-25,2022-05-01,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,17,2022-04-25,2022-05-01,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,17,2022-04-25,2022-05-01,1,14088.526169172621,0.0709797453610243
Rivera,UY-RV,2022,17,2022-04-25,2022-05-01,2,9329.550532265199,0.21437259952483514
Rocha,UY-RO,2022,17,2022-04-25,2022-05-01,0,10558.553826772255,0.0
Río Negro,UY-RN,2022,17,2022-04-25,2022-05-01,1,9810.67596839813,0.10192977560579633
Salto,UY-SA,2022,17,2022-04-25,2022-05-01,0,14170.87435119916,0.0
San José,UY-SJ,2022,17,2022-04-25,2022-05-01,0,5002.920653176918,0.0
Soriano,UY-SO,2022,17,2022-04-25,2022-05-01,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2022,17,2022-04-25,2022-05-01,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2022,17,2022-04-25,2022-05-01,0,9285.005878360264,0.0
Artigas,UY-AR,2022,18,2022-05-02,2022-05-08,1,12010.600679730765,0.08325978247595993
Canelones,UY-CA,2022,18,2022-05-02,2022-05-08,1,4520.87871068126,0.22119593645309454
Cerro Largo,UY-CL,2022,18,2022-05-02,2022-05-08,0,13655.557447815512,0.0
Colonia,UY-CO,2022,18,2022-05-02,2022-05-08,20,6112.026851866528,3.2722369329729433
Durazno,UY-DU,2022,18,2022-05-02,2022-05-08,2,12228.10425056514,0.16355765039438286
Flores,UY-FS,2022,18,2022-05-02,2022-05-08,0,5140.77049712524,0.0
Florida,UY-FD,2022,18,2022-05-02,2022-05-08,0,10405.572253242583,0.0
Lavalleja,UY-LA,2022,18,2022-05-02,2022-05-08,0,10031.272844140674,0.0
Maldonado,UY-MA,2022,18,2022-05-02,2022-05-08,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,18,2022-05-02,2022-05-08,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,18,2022-05-02,2022-05-08,0,14088.526169172621,0.0
Rivera,UY-RV,2022,18,2022-05-02,2022-05-08,2,9329.550532265199,0.21437259952483514
Rocha,UY-RO,2022,18,2022-05-02,2022-05-08,0,10558.553826772255,0.0
Río Negro,UY-RN,2022,18,2022-05-02,2022-05-08,0,9810.67596839813,0.0
Salto,UY-SA,2022,18,2022-05-02,2022-05-08,0,14170.87435119916,0.0
San José,UY-SJ,2022,18,2022-05-02,2022-05-08,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2022,18,2022-05-02,2022-05-08,0,9122.538742945157,0.0
Tacuarembó,UY-TA,2022,18,2022-05-02,2022-05-08,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2022,18,2022-05-02,2022-05-08,2,9285.005878360264,0.2154010483354913
Artigas,UY-AR,2022,19,2022-05-09,2022-05-15,1,12010.600679730765,0.08325978247595993
Canelones,UY-CA,2022,19,2022-05-09,2022-05-15,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,19,2022-05-09,2022-05-15,0,13655.557447815512,0.0
Colonia,UY-CO,2022,19,2022-05-09,2022-05-15,3,6112.026851866528,0.4908355399459415
Durazno,UY-DU,2022,19,2022-05-09,2022-05-15,0,12228.10425056514,0.0
Flores,UY-FS,2022,19,2022-05-09,2022-05-15,0,5140.77049712524,0.0
Florida,UY-FD,2022,19,2022-05-09,2022-05-15,0,10405.572253242583,0.0
Lavalleja,UY-LA,2022,19,2022-05-09,2022-05-15,1,10031.272844140674,0.09968824650045341
Maldonado,UY-MA,2022,19,2022-05-09,2022-05-15,2,4803.260185508939,0.4163838565384911
Montevideo,UY-MO,2022,19,2022-05-09,2022-05-15,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,19,2022-05-09,2022-05-15,1,14088.526169172621,0.0709797453610243
Rivera,UY-RV,2022,19,2022-05-09,2022-05-15,0,9329.550532265199,0.0
Rocha,UY-RO,2022,19,2022-05-09,2022-05-15,1,10558.553826772255,0.09470994005489665
Río Negro,UY-RN,2022,19,2022-05-09,2022-05-15,0,9810.67596839813,0.0
Salto,UY-SA,2022,19,2022-05-09,2022-05-15,0,14170.87435119916,0.0
San José,UY-SJ,2022,19,2022-05-09,2022-05-15,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2022,19,2022-05-09,2022-05-15,6,9122.538742945157,0.6577116490341083
Tacuarembó,UY-TA,2022,19,2022-05-09,2022-05-15,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2022,19,2022-05-09,2022-05-15,0,9285.005878360264,0.0
Artigas,UY-AR,2022,20,2022-05-16,2022-05-22,2,12010.600679730765,0.16651956495191986
Canelones,UY-CA,2022,20,2022-05-16,2022-05-22,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,20,2022-05-16,2022-05-22,0,13655.557447815512,0.0
Colonia,UY-CO,2022,20,2022-05-16,2022-05-22,8,6112.026851866528,1.3088947731891774
Durazno,UY-DU,2022,20,2022-05-16,2022-05-22,0,12228.10425056514,0.0
Flores,UY-FS,2022,20,2022-05-16,2022-05-22,0,5140.77049712524,0.0
Florida,UY-FD,2022,20,2022-05-16,2022-05-22,2,10405.572253242583,0.1922047102576949
Lavalleja,UY-LA,2022,20,2022-05-16,2022-05-22,1,10031.272844140674,0.09968824650045341
Maldonado,UY-MA,2022,20,2022-05-16,2022-05-22,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,20,2022-05-16,2022-05-22,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,20,2022-05-16,2022-05-22,1,14088.526169172621,0.0709797453610243
Rivera,UY-RV,2022,20,2022-05-16,2022-05-22,3,9329.550532265199,0.32155889928725273
Rocha,UY-RO,2022,20,2022-05-16,2022-05-22,0,10558.553826772255,0.0
Río Negro,UY-RN,2022,20,2022-05-16,2022-05-22,1,9810.67596839813,0.10192977560579633
Salto,UY-SA,2022,20,2022-05-16,2022-05-22,0,14170.87435119916,0.0
San José,UY-SJ,2022,20,2022-05-16,2022-05-22,2,5002.920653176918,0.39976648414960864
Soriano,UY-SO,2022,20,2022-05-16,2022-05-22,4,9122.538742945157,0.4384744326894055
Tacuarembó,UY-TA,2022,20,2022-05-16,2022-05-22,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2022,20,2022-05-16,2022-05-22,0,9285.005878360264,0.0
Artigas,UY-AR,2022,21,2022-05-23,2022-05-29,0,12010.600679730765,0.0
Canelones,UY-CA,2022,21,2022-05-23,2022-05-29,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,21,2022-05-23,2022-05-29,0,13655.557447815512,0.0
Colonia,UY-CO,2022,21,2022-05-23,2022-05-29,0,6112.026851866528,0.0
Durazno,UY-DU,2022,21,2022-05-23,2022-05-29,0,12228.10425056514,0.0
Flores,UY-FS,2022,21,2022-05-23,2022-05-29,0,5140.77049712524,0.0
Florida,UY-FD,2022,21,2022-05-23,2022-05-29,0,10405.572253242583,0.0
Lavalleja,UY-LA,2022,21,2022-05-23,2022-05-29,1,10031.272844140674,0.09968824650045341
Maldonado,UY-MA,2022,21,2022-05-23,2022-05-29,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,21,2022-05-23,2022-05-29,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,21,2022-05-23,2022-05-29,0,14088.526169172621,0.0
Rivera,UY-RV,2022,21,2022-05-23,2022-05-29,4,9329.550532265199,0.4287451990496703
Rocha,UY-RO,2022,21,2022-05-23,2022-05-29,0,10558.553826772255,0.0
Río Negro,UY-RN,2022,21,2022-05-23,2022-05-29,1,9810.67596839813,0.10192977560579633
Salto,UY-SA,2022,21,2022-05-23,2022-05-29,0,14170.87435119916,0.0
San José,UY-SJ,2022,21,2022-05-23,2022-05-29,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2022,21,2022-05-23,2022-05-29,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2022,21,2022-05-23,2022-05-29,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2022,21,2022-05-23,2022-05-29,0,9285.005878360264,0.0
Artigas,UY-AR,2022,22,2022-05-30,2022-06-05,0,12010.600679730765,0.0
Canelones,UY-CA,2022,22,2022-05-30,2022-06-05,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,22,2022-05-30,2022-06-05,0,13655.557447815512,0.0
Colonia,UY-CO,2022,22,2022-05-30,2022-06-05,8,6112.026851866528,1.3088947731891774
Durazno,UY-DU,2022,22,2022-05-30,2022-06-05,0,12228.10425056514,0.0
Flores,UY-FS,2022,22,2022-05-30,2022-06-05,1,5140.77049712524,0.1945233697087252
Florida,UY-FD,2022,22,2022-05-30,2022-06-05,0,10405.572253242583,0.0
Lavalleja,UY-LA,2022,22,2022-05-30,2022-06-05,1,10031.272844140674,0.09968824650045341
Maldonado,UY-MA,2022,22,2022-05-30,2022-06-05,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,22,2022-05-30,2022-06-05,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,22,2022-05-30,2022-06-05,1,14088.526169172621,0.0709797453610243
Rivera,UY-RV,2022,22,2022-05-30,2022-06-05,0,9329.550532265199,0.0
Rocha,UY-RO,2022,22,2022-05-30,2022-06-05,0,10558.553826772255,0.0
Río Negro,UY-RN,2022,22,2022-05-30,2022-06-05,0,9810.67596839813,0.0
Salto,UY-SA,2022,22,2022-05-30,2022-06-05,0,14170.87435119916,0.0
San José,UY-SJ,2022,22,2022-05-30,2022-06-05,3,5002.920653176918,0.5996497262244129
Soriano,UY-SO,2022,22,2022-05-30,2022-06-05,3,9122.538742945157,0.32885582451705414
Tacuarembó,UY-TA,2022,22,2022-05-30,2022-06-05,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2022,22,2022-05-30,2022-06-05,0,9285.005878360264,0.0
Artigas,UY-AR,2022,23,2022-06-06,2022-06-12,0,12010.600679730765,0.0
Canelones,UY-CA,2022,23,2022-06-06,2022-06-12,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,23,2022-06-06,2022-06-12,0,13655.557447815512,0.0
Colonia,UY-CO,2022,23,2022-06-06,2022-06-12,11,6112.026851866528,1.7997303131351188
Durazno,UY-DU,2022,23,2022-06-06,2022-06-12,0,12228.10425056514,0.0
Flores,UY-FS,2022,23,2022-06-06,2022-06-12,0,5140.77049712524,0.0
Florida,UY-FD,2022,23,2022-06-06,2022-06-12,0,10405.572253242583,0.0
Lavalleja,UY-LA,2022,23,2022-06-06,2022-06-12,0,10031.272844140674,0.0
Maldonado,UY-MA,2022,23,2022-06-06,2022-06-12,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,23,2022-06-06,2022-06-12,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,23,2022-06-06,2022-06-12,0,14088.526169172621,0.0
Rivera,UY-RV,2022,23,2022-06-06,2022-06-12,2,9329.550532265199,0.21437259952483514
Rocha,UY-RO,2022,23,2022-06-06,2022-06-12,0,10558.553826772255,0.0
Río Negro,UY-RN,2022,23,2022-06-06,2022-06-12,0,9810.67596839813,0.0
Salto,UY-SA,2022,23,2022-06-06,2022-06-12,0,14170.87435119916,0.0
San José,UY-SJ,2022,23,2022-06-06,2022-06-12,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2022,23,2022-06-06,2022-06-12,13,9122.538742945157,1.425041906240568
Tacuarembó,UY-TA,2022,23,2022-06-06,2022-06-12,2,15973.367767510354,0.1252084112198291
Treinta y Tres,UY-TT,2022,23,2022-06-06,2022-06-12,0,9285.005878360264,0.0
Artigas,UY-AR,2022,24,2022-06-13,2022-06-19,1,12010.600679730765,0.08325978247595993
Canelones,UY-CA,2022,24,2022-06-13,2022-06-19,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,24,2022-06-13,2022-06-19,1,13655.557447815512,0.07323025836341603
Colonia,UY-CO,2022,24,2022-06-13,2022-06-19,8,6112.026851866528,1.3088947731891774
Durazno,UY-DU,2022,24,2022-06-13,2022-06-19,1,12228.10425056514,0.08177882519719143
Flores,UY-FS,2022,24,2022-06-13,2022-06-19,0,5140.77049712524,0.0
Florida,UY-FD,2022,24,2022-06-13,2022-06-19,0,10405.572253242583,0.0
Lavalleja,UY-LA,2022,24,2022-06-13,2022-06-19,2,10031.272844140674,0.19937649300090682
Maldonado,UY-MA,2022,24,2022-06-13,2022-06-19,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,24,2022-06-13,2022-06-19,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,24,2022-06-13,2022-06-19,0,14088.526169172621,0.0
Rivera,UY-RV,2022,24,2022-06-13,2022-06-19,3,9329.550532265199,0.32155889928725273
Rocha,UY-RO,2022,24,2022-06-13,2022-06-19,2,10558.553826772255,0.1894198801097933
Río Negro,UY-RN,2022,24,2022-06-13,2022-06-19,5,9810.67596839813,0.5096488780289816
Salto,UY-SA,2022,24,2022-06-13,2022-06-19,0,14170.87435119916,0.0
San José,UY-SJ,2022,24,2022-06-13,2022-06-19,7,5002.920653176918,1.3991826945236303
Soriano,UY-SO,2022,24,2022-06-13,2022-06-19,1,9122.538742945157,0.10961860817235138
Tacuarembó,UY-TA,2022,24,2022-06-13,2022-06-19,1,15973.367767510354,0.06260420560991455
Treinta y Tres,UY-TT,2022,24,2022-06-13,2022-06-19,0,9285.005878360264,0.0
Artigas,UY-AR,2022,25,2022-06-20,2022-06-26,0,12010.600679730765,0.0
Canelones,UY-CA,2022,25,2022-06-20,2022-06-26,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,25,2022-06-20,2022-06-26,0,13655.557447815512,0.0
Colonia,UY-CO,2022,25,2022-06-20,2022-06-26,0,6112.026851866528,0.0
Durazno,UY-DU,2022,25,2022-06-20,2022-06-26,0,12228.10425056514,0.0
Flores,UY-FS,2022,25,2022-06-20,2022-06-26,0,5140.77049712524,0.0
Florida,UY-FD,2022,25,2022-06-20,2022-06-26,0,10405.572253242583,0.0
Lavalleja,UY-LA,2022,25,2022-06-20,2022-06-26,0,10031.272844140674,0.0
Maldonado,UY-MA,2022,25,2022-06-20,2022-06-26,0,4803.260185508939,0.0
Montevideo,UY-MO,2022,25,2022-06-20,2022-06-26,0,527.7536386520376,0.0
Paysandú,UY-PA,2022,25,2022-06-20,2022-06-26,0,14088.526169172621,0.0
Rivera,UY-RV,2022,25,2022-06-20,2022-06-26,0,9329.550532265199,0.0
Rocha,UY-RO,2022,25,2022-06-20,2022-06-26,0,10558.553826772255,0.0
Río Negro,UY-RN,2022,25,2022-06-20,2022-06-26,3,9810.67596839813,0.30578932681738896
Salto,UY-SA,2022,25,2022-06-20,2022-06-26,0,14170.87435119916,0.0
San José,UY-SJ,2022,25,2022-06-20,2022-06-26,1,5002.920653176918,0.19988324207480432
Soriano,UY-SO,2022,25,2022-06-20,2022-06-26,4,9122.538742945157,0.4384744326894055
Tacuarembó,UY-TA,2022,25,2022-06-20,2022-06-26,0,15973.367767510354,0.0
Treinta y Tres,UY-TT,2022,25,2022-06-20,2022-06-26,0,9285.005878360264,0.0
Artigas,UY-AR,2022,26,2022-06-27,2022-07-03,0,12010.600679730765,0.0
Canelones,UY-CA,2022,26,2022-06-27,2022-07-03,0,4520.87871068126,0.0
Cerro Largo,UY-CL,2022,26,2022-06-27,2022-07-03,0,13655.557447815512,0.0
Colonia,UY-CO,2022,26,2022-06-27,2022-07-03,0,6112.026851866528,0.0
Durazno,UY-DU,2022,26,2022-06-27,2022-07-03,0,12228.10425056514,0.0
